,Symbol,tax_code
1262,TMG,4600100003
1263,TMP,3800311306
1264,TMS,0301874259
1265,TMT,0100104563
1266,TMW,3600254266
1267,TMX,0100105694
1268,TN1,0106673358
1269,TNA,0301172041
1270,TNB,0305393838
1271,TNC,3500100424
1272,TNG,4600305723
1273,TNH,4601039023
1274,TNI,0101515686
1275,TNP,4100259282
1276,TNS,3500820408
1277,TNT,0101881347
1278,TNW,4600100109
1279,TOP,0106121967
1280,TOS,0311638652
1281,TOT,0307821849
1282,TOW,1801548417
1283,TPB,0102744865
1284,TPC,0302760102
1285,TPH,0101493707
1286,TPP,0303640880
1287,TPS,0301114089
1288,TQN,5700478344
1289,TQW,5000126040
1290,TR1,0100364579
1291,TRA,0100108656
1292,TRC,3900242776
1293,TRS,0304184415
1294,TRT,0800064718
1295,TS3,0401524441
1296,TS4,0302317620
1297,TSB,0200168458
1298,TSC,1800518314
1299,TSD,2900793002
1300,TSG,0301097524
1301,TSJ,0100107155
1302,TST,0101334129
1303,TTA,0102899812
1304,TTB,4600359768
1305,TTC,3600665643
1306,TTD,0302668322
1307,TTE,6101177237
1308,TTF,3700530696
1309,TTG,0102737811
1310,TTH,0100596523
1311,TTL,0100105020
1312,TTN,3700861497
1313,TTP,0300391040
1314,TTS,4600451322
1315,TTT,3900244068
1316,TTZ,1000332857
1317,TUG,0201040588
1318,TV1,0100100953
1319,TV2,0300420157
1320,TV3,0301475102
1321,TV4,4200385474
1322,TV6,0600446389
1323,TVA,0100107557
1324,TVC,0106065776
1325,TVD,5700101877
1326,TVG,0100104570
1327,TVH,0200119411
1328,TVM,0500237543
1329,TVN,0100100047
1330,TVP,2100274872
1331,TVT,0301445210
1332,TVW,2100119570
1333,TW3,0400102077
1334,TXM,3300101300
1335,TYA,3600241468
1336,UCT,1800271113
1337,UDC,3500101308
1338,UDJ,3700785535
1339,UDL,6000179936
1340,UEM,5700526340
1341,UIC,3600486108
1342,UMC,0600001446
1343,UNI,0301401291
1344,UPC,3500144358
1345,UPH,0300468511
1346,USD,2200177456
1347,V11,0800281102
1348,V12,0101446753
1349,V21,0500236902
1350,VAB,0302963695
1351,VAF,0100103143
1352,VAV,0101624050
1353,VBB,2200269805
1354,VBC,2900531222
1355,VBG,0104944595
1356,VBH,0303207317
1357,VC1,0100105479
1358,VC2,0100105895
1359,VC3,0101311837
1360,VC5,2800233984
1361,VC6,0100105503
1362,VC7,0100105743
1363,VC9,0101051096
1364,VCA,3600961762
1365,VCB,0100112437
1366,VCC,4000378261
1367,VCE,6400308865
1368,VCF,3600261626
1369,VCG,0100105616
1370,VCM,0102234864
1371,VCP,2800799804
1372,VCR,0102675516
1373,VCS,0500469512
1374,VCT,0101445446
1375,VCW,5400310164
1376,VCX,5200213597
1377,VDB,5701650781
1378,VDL,5800408245
1379,VDN,0400410498
1380,VDP,0300470246
1381,VDT,0303357746
1382,VE1,0400447064
1383,VE2,2900559122
1384,VE3,2900576216
1385,VE4,2900574674
1386,VE8,6000442866
1387,VE9,4200580651
1388,VEA,0100103866
1389,VEC,0100103351
1390,VEF,0100111472
1391,VES,0303245217
1392,VET,0300600417
1393,VFC,0100108504
1394,VFG,0302327629
1395,VFR,0100105937
1396,VGC,0100108173
1397,VGG,0300401524
1398,VGI,
1399,VGL,3600239028
1400,VGP,0302336158
1401,VGR,0201579242
1402,VGS,2500267703
1403,VGT,0100100008
1404,VGV,0100105278
1405,VHC,1400112623
1406,VHD,0102294285
1407,VHE,0107409148
1408,VHF,0100102830
1409,VHG,4000386181
1410,VHH,3300365310
1411,VHL,5700101147
1412,VHM,0102671977
1413,VIB,0100233488
1414,VIC,0101245486
1415,VID,0300377536
1416,VIE,0100686181
1417,VIF,0100102012
1418,VIH,0100774247
1419,VIM,5200284005
1420,VIN,0300648264
1421,VIP,0200113152
1422,VIR,3500833679
1423,VIT,2300317851
1424,VIW,0100105976
1425,VJC,0102325399
1426,VKC,3700510650
1427,VLA,0102459018
1428,VLC,0100104443
1429,VLF,1500170900
1430,VLG,0102345275
1431,VLP,1500169888
1432,VLW,1500174831
1433,VMA,5700353722
1434,VMC,0101338571
1435,VMD,0300479760
1436,VMG,3500755050
1437,VMS,0200580975
1438,VMT,0400426836
1439,VNA,0200119965
1440,VNB,0100109829
1441,VNC,0100107772
1442,VNE,0400101450
1443,VNF,0302511219
1444,VNG,3500753423
1445,VNH,0302207804
1446,VNI,0304867926
1447,VNL,0301776205
1448,VNM,0300588569
1449,VNP,0300381966
1450,VNR,28GP/KDBH
1451,VNS,0302035520
1452,VNT,0101352858
1453,VNX,0100108007
1454,VNY,0100102326
1455,VNZ,
1456,VOC,0300585984
1457,VOS,0200106490
1458,VPA,0200809454
1459,VPB,0100233583
1460,VPC,0101601945
1461,VPD,0101264520
1462,VPG,0200826844
1463,VPH,0301822194
1464,VPI,0102702590
1465,VPR,0301306457
1466,VPS,0300408946
1467,VPW,2500155742
1468,VQC,5700100552
1469,VRC,3500101523
1470,VRE,0105850244
1471,VRG,0800300443
1472,VSA,0300437898
1473,VSC,0200453688
1474,VSE,0102680481
1475,VSF,0300613198
1476,VSG,0301872364
1477,VSH,4100562786
1478,VSI,0300393538
1479,VSM,0400424349
1480,VSN,0300105356
1481,VST,0300448709
1482,VTA,0300398078
1483,VTB,0300391837
1484,VTC,0301888195
1485,VTD,0311273634
1486,VTE,0102306413
1487,VTG,3500101812
1488,VTH,3600751476
1489,VTI,0102405830
1490,VTJ,0305020995
1491,VTK,0100109106-075
1492,VTL,0101275603
1493,VTM,5700477326
1494,VTO,0300545501
1495,VTP,0104093672
1496,VTQ,3100114493
1497,VTR,0300465937
1498,VTS,2300101958
1499,VTV,0100106352
1500,VTX,0400101901
1501,VTZ,0310710930
1502,VVN,0100779365
1503,VVS,0104498100
1504,VW3,0102133351
1505,VWS,0100104972
1506,VXB,1300108704
1507,VXP,0500237656
1508,VXT,0100107691
1509,WCS,0301121128
1510,WSB,1800586579
1511,WTC,5700647458
1512,X20,0100109339
1513,X26,0100108818
1514,X77,0700100257
1515,XDH,0100105380
1516,XHC,2500161922
1517,XLV,0104285261
1518,XMC,0500443916
1519,XMD,2500302820
1520,XMP,04112020092714
1521,XPH,0100100311
1522,YBC,5200216647
1523,YBM,5200824701
1524,YTC,0302366480
